quantity,demand,sd,unitshort,shortagecost,cost,revenue,profit,soldatfullprice,sold_discount,Description
18.456024785644438,18.0,1.8,0.5130066460365738,1.0003629597713188,14.395699332802662,35.1,19.703937707426018,17.486993353963427,0.9690314316810102, 3 STRIPEY MICE FELTCRAFT
61.5200826188148,60.0,6.0,1.7100221534552444,2.1375276918190558,30.7600413094074,75.0,42.10243099877354,58.28997784654476,3.230104772270039, 50'S CHRISTMAS GIFT BAG LARGE
16.40535536501728,16.0,1.6,0.4560059075880653,1.6279410900893934,23.426847461244677,57.120000000000005,32.065211448665934,15.543994092411936,0.8613612726053432, CHERRY BLOSSOM  DECORATIVE FLASK
73.82409914257775,72.0,7.2,2.052026584146295,2.565033230182869,36.912049571288875,90.0,50.522917198528255,69.94797341585371,3.876125726724041, DOLLY GIRL BEAKER
4.10133884125432,4.0,0.4,0.11400147689701633,0.5643073106402309,8.120650905683554,19.8,11.115041783676215,3.885998523102984,0.2153403181513358, FLAMINGO LIGHTS
8.20267768250864,8.0,0.8,0.22800295379403265,0.9462122582452356,13.616444952964342,33.2,18.637342788790423,7.771997046205968,0.4306806363026716, I LOVE LONDON MINI BACKPACK
49.216066095051836,48.0,4.800000000000001,1.368017722764196,1.710022153455245,24.608033047525918,60.0,33.68194479901884,46.63198227723581,2.5840838178160297, RED SPOT GIFT BAG LARGE
19.433147636970332,18.0,5.656854249492381,1.6122243475832345,12.387257070597853,59.72454040428883,138.3,66.18820252511333,16.387775652416764,3.0453719845535687, RED/WHITE DOT MINI CASES
34.52402509409425,27.0,29.698484809834994,8.46417782481198,25.477175252684063,41.566926213289484,81.27000000000001,14.225898534026463,18.53582217518802,15.988202918906229, SET 2 TEA TOWELS I LOVE LONDON 
12.304016523762959,12.0,1.2000000000000002,0.342004430691049,5.660173327936861,81.4525893873108,198.60000000000002,111.48723728475237,11.657995569308952,0.6460209544540074, SPACEBOY BABY GIFT SET
